id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
12089	software receiver	-0.349	0.6022	1	18	31	13	2011.3077	2.4615	0.2293
12213	sparsity	-0.7913	0.0637	15	1	1	5	2015.8	5.6	0.8136
12260	spectral analysis	-0.1426	-0.3211	4	4	4	6	2006.8333	12.5	1.0832
12292	spectroscopy	-0.3017	-0.8154	6	4	4	11	2011.0909	4.0909	0.3513
12296	spectrum analysis	0.253	-0.2758	8	5	6	6	2012.3333	3	0.8057
12299	spectrum detection	-0.0159	0.3813	14	4	7	5	2010.4	1.8	0.178
12305	spectrum sensing	-0.0501	-0.071	14	18	42	27	2012.5926	7.1481	0.9245
12322	spermatogenesis	1.5111	0.3193	3	6	8	8	2010	10.25	0.7896
12415	stability	0.2143	-0.1138	8	4	5	9	2010.3333	2.4444	0.122
12548	stochastic resonance	-0.4821	-0.5106	16	91	247	269	2011.6059	9.8104	1.5591
12549	stochastic resonance (sr)	-0.3831	-0.2224	17	8	8	13	2012.6154	0.9231	0.1074
12696	subspace projection	-0.1552	0.042	4	5	6	5	2010.4	16	1.0086
12798	support vector machine	-0.2928	-0.1889	12	7	7	6	2016	3.1667	0.6363
12801	suppression	0.4248	0.3398	7	3	3	5	2006.6	15.4	1.1283
12840	surface-enhanced raman scattering	-0.1036	-0.963	6	1	1	5	2014.4	3.4	0.8949
12863	svd	-0.2942	0.1478	1	6	6	7	2014.8571	4	0.5823
12893	synchronization	-0.2336	0.2128	8	10	14	10	2011.2	5.6	0.7424
13133	testis	1.5368	0.3359	3	4	7	7	2007.5714	23.8571	1.7221
13142	text mining	0.9003	-0.2266	5	6	8	11	2014.2727	4.7273	0.6855
13248	threshold	-0.287	-0.0638	13	12	16	12	2009.1667	6.25	0.4708
13297	time delay	-0.4157	0.2615	11	5	5	6	2013.1667	3.6667	0.6722
13324	time series	0.7615	-0.5093	5	4	4	7	2012.5714	15.4286	2.189
13325	time series analysis	-0.2089	-0.1311	4	4	4	5	2010.4	13.6	1.0661
13346	time-frequency analysis	0.2892	-0.256	4	9	12	14	2010.5	9.0714	1.2438
13461	tracking	-0.3628	0.3174	1	15	18	15	2012.6	7.2	0.7233
13469	tracking loop	-0.6226	0.6294	1	5	8	8	2013.375	2.375	0.3546
13794	uncertainty	0.7252	-0.1391	5	8	9	8	2014.75	5	0.8229
13920	variance	0.1582	-0.3944	8	9	10	6	2013.1667	1.8333	0.1964
13954	vector tracking	-0.1258	0.5148	1	13	15	13	2014.7692	3.4615	0.5113
13956	vector tracking loop	-0.354	0.5187	1	4	5	6	2014.5	3.1667	0.4303
13994	vibration	0.163	0.363	7	8	10	9	2012.4444	10.3333	1.4977
14000	vibration signal	0.0732	-0.322	2	3	4	5	2010.4	4.2	0.1633
14006	vibrational resonance	-1.0223	-1.1056	16	1	1	16	2016.5625	2.6875	1.7527
14026	virtual instrument	-0.1296	-0.1098	9	11	17	12	2010.5	0.3333	0.0268
14139	wavelength conversion	-2.2526	1.3789	18	4	15	6	2007.3333	0.1667	0.0064
14143	wavelet	-0.387	-0.1557	13	7	11	10	2010	6.4	0.52
14144	wavelet analysis	-0.2045	-0.4931	6	17	25	26	2009.5385	5.1923	0.5866
14151	wavelet denoising	-0.1862	-0.2224	14	7	8	8	2013.25	5.25	1.3614
14170	wavelet packet transform	0.2723	-0.1529	4	7	9	6	2007.6667	3.3333	0.2291
14183	wavelet transform	-0.2357	-0.3349	4	34	54	48	2009.1042	3.5833	0.3976
14185	wavelet transformation	-0.657	0.0167	15	7	7	6	2009.1667	0.3333	0.0214
14189	wavelets	-0.5299	-0.5198	15	4	5	5	2007.8	17.4	1.4625
14212	weak fault	-0.6794	-0.4572	13	2	2	5	2011.2	5	1.0929
14253	weak signal acquisition	-0.4966	0.3453	1	17	24	24	2013.1667	1.75	0.3272
14269	weak signal detecting	-0.1974	-0.0517	9	9	11	9	2008.1111	1.7778	0.1506
14276	weak signal extraction	-0.3431	-0.1893	15	13	14	14	2013.3571	5.6429	1.1395
14280	weak signal measurement	-0.1388	0.3339	9	4	4	9	2011.5556	0.7778	0.0675
14286	weak signal processing	-0.3214	0.3368	1	11	15	13	2013.4615	1.6154	0.1567
14292	weak signal tracking	-0.5279	0.7457	1	3	3	5	2010.4	2.2	0.2117
14300	weak signals detection	0.3854	-0.2845	16	7	12	14	2014.8571	5.1429	0.8642
14366	white noise	-0.512	-0.7744	21	8	19	11	2010.1818	5.3636	0.3803
14373	wi-fi	0.3524	0.385	7	2	2	6	2015.1667	3.5	0.9803
14404	wild cards	0.9817	-0.1257	5	6	6	5	2013	8.2	0.7917
14419	wireless	0.2951	0.3693	7	5	5	5	2014	6.4	1.2437
14437	wireless sensor networks	0.2752	-0.752	19	4	7	7	2013.5714	6	0.866
14472	x-ray diffraction	-0.1698	-0.9721	6	2	2	5	2008.6	16.2	2.3174
14550	α stable noise	-0.258	-0.8119	16	2	5	5	2014.2	12	1.7549
