id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
12239	spectral analysis	-0.1568	-0.3999	4	4	4	6	2006.8333	12.3333	1.0589
12271	spectroscopy	-0.4957	-0.6274	7	4	4	11	2011.0909	4.0909	0.3524
12275	spectrum analysis	-0.6633	0.2193	2	4	5	5	2011	3.2	0.3418
12278	spectrum detection	-0.1395	0.0962	12	4	7	5	2010.4	1.8	0.1785
12284	spectrum sensing	-0.1029	0.0718	12	18	42	27	2012.5926	7.1481	0.9339
12301	spermatogenesis	1.6704	0.0328	5	6	8	8	2010	10.25	0.7919
12394	stability	-0.2037	0.1965	2	4	5	9	2010.3333	2.4444	0.1225
12526	stochastic resonance	-0.6461	-0.2266	17	91	246	267	2011.5506	9.8202	1.5484
12527	stochastic resonance (sr)	-0.6615	0.1233	15	7	7	12	2012.0833	1	0.1186
12673	subspace projection	-0.0754	-0.144	4	5	6	5	2010.4	16	1.011
12775	support vector machine	-0.287	-0.3574	11	7	7	6	2016	3.1667	0.6487
12778	suppression	0.4016	0.4009	8	3	3	5	2006.6	15.4	1.1354
12816	surface-enhanced raman scattering	-0.3798	-0.8386	7	1	1	5	2014.4	3.4	0.9125
12839	svd	-0.0344	0.2613	1	6	6	7	2014.8571	4	0.589
12869	synchronization	-0.2127	0.3003	2	10	14	10	2011.2	5.6	0.7548
13109	testis	1.6928	0.0154	5	4	7	7	2007.5714	23.7143	1.7194
13118	text mining	0.8522	-0.2251	6	6	8	11	2014.2727	4.6364	0.6789
13224	threshold	-0.2353	0.0149	14	12	16	12	2009.1667	6.25	0.4721
13273	time delay	-0.0961	0.3779	9	5	5	6	2013.1667	3.5	0.63
13300	time series	0.6704	-0.4595	6	4	4	7	2012.5714	15.2857	2.1944
13301	time series analysis	-0.1234	-0.2776	4	4	4	5	2010.4	13.6	1.0697
13322	time-frequency analysis	0.3088	-0.2034	4	9	12	14	2010.5	9.0714	1.255
13437	tracking	-0.0485	0.3654	1	15	18	15	2012.6	7.2	0.7296
13445	tracking loop	-0.0955	0.8148	1	5	8	8	2013.375	2.375	0.3575
13771	uncertainty	0.6307	-0.033	6	8	9	8	2014.75	5	0.8321
13896	variance	-0.5432	0.205	2	9	10	6	2013.1667	1.8333	0.1975
13930	vector tracking	0.0985	0.668	1	12	14	13	2014.7692	3.4615	0.5173
13932	vector tracking loop	-0.0353	0.5952	1	4	5	6	2014.5	3.1667	0.4334
13970	vibration	0.2807	0.323	8	8	10	9	2012.4444	10.3333	1.5134
13976	vibration signal	0.0357	-0.4643	3	3	4	5	2010.4	4.2	0.1634
13982	vibrational resonance	-1.3314	-0.5478	17	1	1	16	2016.5625	2.5625	1.6003
14002	virtual instrument	-0.1757	0.0061	2	11	17	12	2010.5	0.3333	0.0269
14115	wavelength conversion	-0.691	2.4187	18	4	15	6	2007.3333	0.1667	0.0064
14119	wavelet	-0.3329	-0.0943	14	7	11	10	2010	6.4	0.521
14120	wavelet analysis	-0.3224	-0.4002	7	17	25	26	2009.5385	5.1923	0.5899
14127	wavelet denoising	-0.2503	-0.3191	12	7	8	8	2013.25	5.25	1.3983
14146	wavelet packet transform	0.3238	-0.1124	4	7	9	6	2007.6667	3.3333	0.2296
14159	wavelet transform	-0.2524	-0.2205	4	34	54	48	2009.1042	3.5208	0.3901
14161	wavelet transformation	-0.411	0.2877	13	7	7	6	2009.1667	0.3333	0.0214
14165	wavelets	-0.5477	-0.2725	13	4	5	5	2007.8	17.4	1.4678
14188	weak fault	-0.7204	-0.1421	14	2	2	5	2011.2	4.8	1.0474
14229	weak signal acquisition	-0.1329	0.5212	1	17	24	24	2013.1667	1.75	0.3345
14245	weak signal detecting	-0.1872	-0.0435	2	9	11	9	2008.1111	1.7778	0.1509
14252	weak signal extraction	-0.2912	-0.0374	13	13	14	14	2013.3571	5.6429	1.1608
14256	weak signal measurement	0.108	0.3087	16	4	4	9	2011.5556	0.7778	0.0678
14262	weak signal processing	-0.0639	0.4083	1	11	15	13	2013.4615	1.6154	0.1573
14268	weak signal tracking	-0.0293	0.8655	1	3	3	5	2010.4	2.2	0.2125
14276	weak signals detection	0.0886	-0.038	8	7	12	14	2014.8571	5.1429	0.8751
14342	white noise	-0.9547	-0.1325	17	8	19	11	2010.1818	5.2727	0.3751
14349	wi-fi	0.4937	0.3463	8	2	2	6	2015.1667	3.3333	0.8938
14380	wild cards	0.9421	-0.1001	6	6	6	5	2013	8.2	0.7973
14395	wireless	0.4177	0.3289	8	5	5	5	2014	6.4	1.2621
14413	wireless sensor networks	-0.08	-0.811	20	4	7	7	2013.5714	5.8571	0.8537
14448	x-ray diffraction	-0.4381	-0.8192	7	2	2	5	2008.6	16.2	2.3408
14526	α stable noise	-0.9034	0.0379	9	2	5	5	2014.2	12	1.7697
